%
% index = 1219, name = bbob_f002_i21_d05__bbob_f006_i22_d05
% instance = 10, reference value = 9.997204391863750e-001
% function evaluation | indicator value | target hit
1	1.364234361155875e+000	1.380384264602885e+000
8	4.985837260931735e-001	5.011872336272722e-001
10	4.506566210575262e-001	4.570881896148750e-001
12	4.260464757047482e-001	4.265795188015927e-001
14	3.928356486034657e-001	3.981071705534973e-001
15	3.380024802322688e-001	3.388441561392026e-001
16	3.086857573199706e-001	3.090295432513591e-001
19	2.965258567664869e-001	3.019951720402016e-001
21	2.917153205612988e-001	2.951209226666385e-001
23	2.835331190194316e-001	2.884031503126606e-001
24	2.728944090296371e-001	2.754228703338166e-001
25	2.575102648734267e-001	2.630267991895382e-001
30	2.564042856576733e-001	2.570395782768864e-001
34	2.485173791254860e-001	2.511886431509580e-001
36	2.374089388508103e-001	2.398832919019490e-001
56	1.652021909350423e-001	1.659586907437561e-001
57	1.225311178340234e-001	1.230268770812382e-001
59	1.025657055061557e-001	1.047128548050900e-001
60	1.010768826753475e-001	1.023292992280754e-001
62	9.399283593533747e-002	9.549925860214359e-002
63	8.767139383972444e-002	8.912509381337455e-002
65	8.144767293580280e-002	8.317637711026708e-002
66	7.389762222830354e-002	7.413102413009177e-002
78	7.059927833263713e-002	7.079457843841380e-002
79	6.913998080988093e-002	6.918309709189366e-002
81	6.685162118163823e-002	6.760829753919818e-002
82	6.464903000812883e-002	6.606934480075961e-002
93	6.410758730189647e-002	6.456542290346556e-002
101	6.114002910946159e-002	6.165950018614822e-002
103	6.021130884260284e-002	6.025595860743578e-002
114	5.663824186675992e-002	5.754399373371569e-002
121	5.549623423745176e-002	5.623413251903491e-002
124	5.457312138457027e-002	5.495408738576246e-002
138	4.937386378320130e-002	5.011872336272722e-002
140	4.482575854285353e-002	4.570881896148749e-002
144	4.261421410687749e-002	4.265795188015926e-002
146	4.066789258965264e-002	4.073802778041128e-002
148	3.979343949408598e-002	3.981071705534973e-002
150	3.539311540742895e-002	3.548133892335755e-002
151	3.406111153105706e-002	3.467368504525317e-002
155	2.072908697988685e-002	2.089296130854040e-002
175	1.816905922645318e-002	1.819700858609984e-002
179	1.695355914430896e-002	1.698243652461744e-002
182	1.659495500508335e-002	1.659586907437561e-002
184	1.517752082146906e-002	1.548816618912481e-002
196	1.498984462314323e-002	1.513561248436208e-002
206	1.477170201945843e-002	1.479108388168207e-002
217	1.431738432032004e-002	1.445439770745927e-002
218	1.394590283363872e-002	1.412537544622754e-002
224	1.139196038672063e-002	1.148153621496883e-002
227	7.420950021530648e-003	7.585775750291836e-003
228	5.656236051812869e-003	5.754399373371567e-003
246	5.511869734888486e-003	5.623413251903491e-003
264	4.968360144748441e-003	5.011872336272725e-003
286	4.744936497412255e-003	4.786300923226385e-003
300	4.453170070028545e-003	4.466835921509631e-003
319	4.337558323471602e-003	4.365158322401661e-003
324	4.260398718437752e-003	4.265795188015926e-003
326	4.135395215905446e-003	4.168693834703355e-003
