%
% index = 1185, name = bbob_f006_i02_d03__bbob_f017_i04_d03
% instance = 1, reference value = 9.967434159998300e-01
% function evaluation | indicator value | target hit
1	5.184961739567330e+00	5.248074602497725e+00
2	6.586703206992911e-01	6.606934480075960e-01
5	2.720790004456671e-01	2.754228703338166e-01
6	2.371240311223213e-01	2.398832919019490e-01
15	1.150774913808942e-01	1.174897554939529e-01
16	9.202312070253427e-02	9.332543007969910e-02
39	7.521028627447635e-02	7.585775750291836e-02
44	7.179192803675738e-02	7.244359600749903e-02
58	4.945201124151000e-02	5.011872336272722e-02
61	3.985278291632077e-02	4.073802778041128e-02
62	3.985278291632077e-02	4.073802778041128e-02
%
% index = 1186, name = bbob_f006_i03_d03__bbob_f017_i05_d03
% instance = 2, reference value = 9.617129282945770e-01
% function evaluation | indicator value | target hit
1	6.367534912606576e+00	6.456542290346556e+00
2	4.428262020415675e+00	4.466835921509632e+00
3	5.088954842987807e-01	5.128613839913648e-01
25	4.998452613472663e-01	5.011872336272722e-01
33	4.711784369556299e-01	4.786300923226383e-01
39	4.536697477562960e-01	4.570881896148750e-01
47	4.454920876443875e-01	4.466835921509631e-01
53	4.351132802166218e-01	4.365158322401660e-01
56	4.228056361034255e-01	4.265795188015927e-01
62	4.196713375789377e-01	4.265795188015927e-01
%
% index = 1187, name = bbob_f006_i07_d03__bbob_f017_i08_d03
% instance = 3, reference value = 9.577890425197120e-01
% function evaluation | indicator value | target hit
1	5.843633770849063e+01	5.888436553555890e+01
2	4.371753045150503e+01	4.466835921509630e+01
3	4.032759685512592e+00	4.073802778041127e+00
18	1.845931928394212e+00	1.862087136662868e+00
27	1.238776709554712e+00	1.258925411794167e+00
43	6.323946701814724e-01	6.456542290346555e-01
50	6.172608101323956e-01	6.309573444801932e-01
62	6.172608101323956e-01	6.309573444801932e-01
%
% index = 1188, name = bbob_f006_i09_d03__bbob_f017_i10_d03
% instance = 4, reference value = 9.852846039380400e-01
% function evaluation | indicator value | target hit
1	1.409669218135165e+02	1.412537544622754e+02
2	6.884676352665970e+01	6.918309709189366e+01
3	7.172665294222040e+00	7.244359600749901e+00
7	2.156022447392540e+00	2.187761623949553e+00
9	1.320894016159540e+00	1.348962882591654e+00
27	5.818407239310077e-01	5.888436553555889e-01
34	4.671202713856182e-01	4.677351412871982e-01
35	3.361335010634593e-01	3.388441561392025e-01
38	2.923992051320022e-01	2.951209226666385e-01
62	2.918040602810398e-01	2.951209226666385e-01
%
% index = 1189, name = bbob_f006_i11_d03__bbob_f017_i12_d03
% instance = 5, reference value = 9.872448393473580e-01
% function evaluation | indicator value | target hit
1	9.937404335916202e+00	1.000000000000000e+01
