%
% index = 920, name = bbob_f013_i02_d03__bbob_f017_i04_d03
% instance = 1, reference value = 8.666607502376960e-001
% function evaluation | indicator value | target hit
1	6.631177628028193e-001	6.760829753919818e-001
2	5.353938028633535e-001	5.370317963702527e-001
3	5.235484559707306e-001	5.248074602497725e-001
8	4.904497491215039e-001	5.011872336272722e-001
9	4.455433181379846e-001	4.466835921509632e-001
12	4.341770331384695e-001	4.365158322401660e-001
22	4.233870625532982e-001	4.265795188015927e-001
39	3.693952291255580e-001	3.715352290971726e-001
47	3.376395613534118e-001	3.388441561392026e-001
48	2.944129699434150e-001	2.951209226666385e-001
52	2.880666876024260e-001	2.884031503126606e-001
55	2.811109351225176e-001	2.818382931264454e-001
65	2.656627572812442e-001	2.691534803926916e-001
66	2.629280521151585e-001	2.630267991895382e-001
98	2.548662254882260e-001	2.570395782768864e-001
133	2.415543890196292e-001	2.454708915685031e-001
150	2.373392392657587e-001	2.398832919019490e-001
166	2.243106943374398e-001	2.290867652767773e-001
169	2.207239401126889e-001	2.238721138568340e-001
199	2.131908672287857e-001	2.137962089502232e-001
208	2.038208627932013e-001	2.041737944669530e-001
209	1.873319923981458e-001	1.905460717963247e-001
215	1.839723467157151e-001	1.862087136662868e-001
218	1.785158242227530e-001	1.819700858609984e-001
219	1.735769784617569e-001	1.737800828749375e-001
220	1.695432812964179e-001	1.698243652461744e-001
238	1.496064240761132e-001	1.513561248436208e-001
253	1.439697964252675e-001	1.445439770745928e-001
284	1.401193387585469e-001	1.412537544622755e-001
313	1.378405645863063e-001	1.380384264602885e-001
375	1.348205557100453e-001	1.348962882591654e-001
395	1.227121807215521e-001	1.230268770812382e-001
411	1.174101421602960e-001	1.174897554939529e-001
433	1.147930274819143e-001	1.148153621496883e-001
449	1.120856028299422e-001	1.122018454301964e-001
452	1.083442791102830e-001	1.096478196143185e-001
463	1.061005370622337e-001	1.071519305237607e-001
502	9.951253686738049e-002	1.000000000000000e-001
549	9.488257674690115e-002	9.549925860214359e-002
584	9.077728535407781e-002	9.120108393559097e-002
600	8.732274751927360e-002	8.912509381337455e-002
605	8.671896014758529e-002	8.709635899560805e-002
631	8.408463281857292e-002	8.511380382023763e-002
664	8.310567679975944e-002	8.317637711026708e-002
737	8.126909228381962e-002	8.128305161640990e-002
775	7.937242920833154e-002	7.943282347242814e-002
802	7.758197995989979e-002	7.762471166286916e-002
868	7.582681368599553e-002	7.585775750291836e-002
912	7.361795375315794e-002	7.413102413009177e-002
982	7.226522835040239e-002	7.244359600749903e-002
1112	7.059557563906593e-002	7.079457843841380e-002
1208	6.910851453996081e-002	6.918309709189366e-002
1789	6.759828185144690e-002	6.760829753919818e-002
2111	6.330199662456892e-002	6.456542290346556e-002
2158	6.309484930614218e-002	6.309573444801933e-002
2337	6.101076645497927e-002	6.165950018614822e-002
2467	5.888210070990296e-002	5.888436553555890e-002
2857	5.747085152558373e-002	5.754399373371569e-002
3258	5.527693681772883e-002	5.623413251903491e-002
3386	5.406823015238105e-002	5.495408738576246e-002
3457	5.335700409475863e-002	5.370317963702527e-002
3485	5.227951833671474e-002	5.248074602497726e-002
3506	5.007244861762927e-002	5.011872336272722e-002
3523	4.739289950961878e-002	4.786300923226383e-002
3547	4.562057954245069e-002	4.570881896148749e-002
3574	4.460042459713387e-002	4.466835921509630e-002
3581	4.178564085843806e-002	4.265795188015926e-002
3583	4.164333314706925e-002	4.168693834703355e-002
3633	4.001820294610659e-002	4.073802778041128e-002
3637	3.873572644821022e-002	3.890451449942807e-002
3718	3.730670167620531e-002	3.801893963205612e-002
3727	3.711029021490897e-002	3.715352290971726e-002
3815	3.535759881578493e-002	3.548133892335755e-002
3869	3.438667056451994e-002	3.467368504525317e-002
4035	3.387981443408217e-002	3.388441561392026e-002
8080	3.308657286374594e-002	3.311311214825911e-002
8621	3.016897962229193e-002	3.019951720402016e-002
8652	2.928993920280465e-002	2.951209226666385e-002
8729	2.882402027575315e-002	2.884031503126606e-002
8863	2.813464502627427e-002	2.818382931264454e-002
9070	2.754201404452272e-002	2.754228703338166e-002
9352	2.618700430512233e-002	2.630267991895382e-002
9495	2.550089586915327e-002	2.570395782768863e-002
9706	2.474708330131581e-002	2.511886431509579e-002
9796	2.445197915693420e-002	2.454708915685030e-002
9915	2.317571282320663e-002	2.344228815319923e-002
10014	2.290045550190134e-002	2.290867652767774e-002
10060	2.150189181466222e-002	2.187761623949553e-002
10139	2.128316376663209e-002	2.137962089502233e-002
